읍명동,관리번호,비가림수,거치대수,인근지번,상세위치,총대수(개소),화소(단위:만화소),저장기간(일),실시간모니터링대수,데이터기준일자
일도2동,거치10,,1,제주특별자치도 제주시 일도2동 326 ,세기신산시장아파트 서측,,,,,2018-06-12
일도2동,거치12,,1,제주특별자치도 제주시 일도2동 401-13 ,천수대홍아파트 서측,,,,,2018-06-12
이도1동,2,1,,제주특별자치도 제주시 동광로11길 5,황금불가마 동측,1,200,15일,,2018-06-12
이도1동,4,1,,제주특별자치도 제주시 동광로7길 16-28,평화교회 서측,1,200,15일,,2018-06-12
이도1동,5,1,,제주특별자치도 제주시 동광로9길 39,국일건재사 옆,1,200,15일,,2018-06-12
이도1동,6,1,,제주특별자치도 제주시 동광로1길 15,광양초등학교 서측,1,200,15일,1,2018-06-12
이도1동,8,1,,제주특별자치도 제주시 광양1길 8,상록회관 동측,1,200,15일,,2018-06-12
이도1동,9,1,,제주특별자치도 제주시 광양1길 34,광양성당 북측,1,200,15일,1,2018-06-12
이도1동,10,1,,제주특별자치도 제주시 오현길 9,신세계아파트 남측,,,,,2018-06-12
이도1동,11,1,,제주특별자치도 제주시 중앙로25길 17,주민센터 남측,1,200,15일,,2018-06-12
이도1동,13,1,,제주특별자치도 제주시 고전길 15-1,태선갈비 북측 주차장 옆,1,200,15일,,2018-06-12
이도1동,14,1,,제주특별자치도 제주시 중앙로23길 26,삼성미화아파트 북측,,,,,2018-06-12
이도1동,15,1,,제주특별자치도 제주시 중앙로21길 29,삼성아파트 동측,,,,,2018-06-12
이도1동,16,1,,제주특별자치도 제주시 고전길 26,시민회관 서측,1,200,15일,,2018-06-12
이도1동,17,1,,제주특별자치도 제주시 오현길 49,국립제주검역소 남측,1,200,15일,,2018-06-12
이도1동,18,1,,제주특별자치도 제주시 중앙로17길 6,장원아이비아파트 북측,1,200,15일,,2018-06-12
이도1동,19,1,,제주특별자치도 제주시 오현길67,오현단 북측,1,200,15일,,2018-06-12
이도1동,20,1,,제주특별자치도 제주시 성지로7,제주성지 북측,1,200,15일,,2018-06-12
이도1동,22,1,,제주특별자치도 제주시 서광로29길 38,KT 앞,,,,,2018-06-12
이도1동,23,1,,제주특별자치도 제주시 광양2길 25,양암타워빌 앞,1,200,15일,1,2018-06-12
이도1동,24,1,,제주특별자치도 제주시 서광로29길 17,참사랑문화의집 북측,,,,,2018-06-12
이도1동,26,1,,제주특별자치도 제주시 서광로27길 2,극동주유소 북측,1,200,15일,1,2018-06-12
이도1동,27,1,,제주특별자치도 제주시 오현길81,동문수산시장 주차장 내,,200,15일,1,2018-06-12
이도1동,28,1,,제주특별자치도 제주시 관덕로8길 31,영흥반점 남측,1,200,15일,,2018-06-12
이도2동,1,1,,제주특별자치도 제주시 이도이동 857-3,동부경찰서 북서측 다리옆,,,,,2018-06-12
이도2동,3,1,,제주특별자치도 제주시 동광로4길 3,백성원해장국 앞,,,,,2018-06-12
이도2동,4,1,,제주특별자치도 제주시 동광로6길 17,(시청5별관 동측),,,,,2018-06-12
이도2동,5,1,,제주특별자치도 제주시 광양11길 10-1,광양11길 10-1(이도2동 1178-7 시청본관 뒤),,,,,2018-06-12
이도2동,6,1,,제주특별자치도 제주시 광양11길24,광양11길24(이도2동1177-5 시청제2별관 뒤),,,,,2018-06-12
이도2동,7,1,,제주특별자치도 제주시 가령로 68,한국전력공사 주전력소 주차장 입구,1,200,30,,2018-06-12
이도2동,8,1,,제주특별자치도 제주시 가령로 68,한국전력공사 주전력소 주차장 입구,,,,,2018-06-12
이도2동,9,1,,제주특별자치도 제주시 고산동산5길 24,고산동산5길 24(이도2동자치센터 남측),1,200,30,,2018-06-12
이도2동,10,1,,제주특별자치도 제주시 가령로4길 11,(동자치센터 서측 공원 북측),,,,,2018-06-12
이도2동,11,1,,제주특별자치도 제주시 고산동산 3길 5,고산동산 3길 5(자치경찰단 북동측),,,,,2018-06-12
이도2동,12,1,,제주특별자치도 제주시 고산동산 3길 24,고산동산 3길 24(굿모닝아파트 삼거리),,,,,2018-06-12
이도2동,13,1,,제주특별자치도 제주시 신성로14길 19,(아람가든 앞 공영주차장 동측),,,,,2018-06-12
이도2동,14,1,,제주특별자치도 제주시 신성로10길 37,(수선화아파트 북동측 골목 입구),,,,,2018-06-12
이도2동,15,1,,제주특별자치도 제주시 신성로12길 17,(아람가든 앞 공영주차장 서측),,,,,2018-06-12
이도2동,16,1,,제주특별자치도 제주시 도남로13길 4,(도남동 82-2 도남우체국북측),,,,,2018-06-12
이도2동,17,1,,제주특별자치도 제주시 신성로10길 37,(수선화아파트 북동측 골목 입구),1,200,30,,2018-06-12
이도2동,51,1,,제주특별자치도 제주시 동광로16길8,동광로16길8(미래상호신용금고 남동측 사거리),,,,,2018-06-12
이도2동,52,1,,제주특별자치도 제주시 가령골1길 5 ,가령골1길 5 (영보맨션 삼거리),1,200,30,,2018-06-12
이도2동,53,1,,제주특별자치도 제주시 청귤로 15 ,청귤로 15 (이도2동 375-1 공원),,,,,2018-06-12
이도2동,54,1,,제주특별자치도 제주시 청귤로 7길2,청귤로 7길2(색동나라어린이집 남측),,,,,2018-06-12
이도2동,56,1,,제주특별자치도 제주시 청귤로1길 40,청귤로1길 40(월드컵식당 남동측(동여중 서측 하천 건너편)),1,200,30,,2018-06-12
이도2동,57,1,,제주특별자치도 제주시 가령로 33,동부경찰서 후문 남측,,,,,2018-06-12
이도2동,58,1,,제주특별자치도 제주시 가령로 33,동부경찰서 후문 남측,,,,,2018-06-12
이도2동,59,1,,제주특별자치도 제주시 이도공원동길 15,(이도근린공원 남동측(애니카랜드 맞은편)),,,,,2018-06-12
이도2동,60,1,,제주특별자치도 제주시 이도공원길 37,이도공원길 37(대한불교태고종제주교구성심사 맞은편),,,,,2018-06-12
이도2동,61,1,,제주특별자치도 제주시 정든로1길 18,정든로1길 18(제주마린 뒤 하천산책로변),1,200,30,,2018-06-12
이도2동,62,1,,제주특별자치도 제주시 정든로1길 36,탐라교회옆 공원,,,,,2018-06-12
이도2동,63,1,,제주특별자치도 제주시 정든로1길 36,탐라교회옆 공원,,,,,2018-06-12
이도2동,64,1,,제주특별자치도 제주시 정든로3길 8,정든로3길 9(제주소년소녀합창단 남측),,,,,2018-06-12
이도2동,65,1,,제주특별자치도 제주시 정든로3길 28,정든로3길 28(제주일보동부지구 코너),,,,,2018-06-12
이도2동,66,1,,제주특별자치도 제주시 정든로 61 ,정든로 61 (지방노동사무소 뒤 주차장맞은편),,,,,2018-06-12
이도2동,67,1,,제주특별자치도 제주시 신설동길 100,신설동길 100(신설동로 162 지역),,,,,2018-06-12
이도2동,68,1,,제주특별자치도 제주시 신설동길 82 ,신설동길 82 (신설동 경로당),,,,,2018-06-12
이도2동,69,1,,제주특별자치도 제주시 신설로5길 38,신설로5길 38 (한마음병원 남측 공원),,,,,2018-06-12
이도2동,70,1,,제주특별자치도 제주시 이도이동 1955-4,한마음병원 남측 탐나마트 인근(이도이동 1955-4인근),,,,,2018-06-12
이도2동,71,1,,제주특별자치도 제주시 이도이동 1960-3,한일베라체 뒤 공영주차장,1,200,30,,2018-06-12
이도2동,72,1,,제주특별자치도 제주시 이도이동 1960-3,한일베라체 뒤 공영주차장,,,,,2018-06-12
이도2동,73,1,,제주특별자치도 제주시 신설동길 66 ,신설동길 66 (연북로 동측(신설동로 교차지점),,,,,2018-06-12
이도2동,101,1,,제주특별자치도 제주시 오복2길 27,오복2길 27(이도2동950-1장미2차A맞은편),,,,,2018-06-12
이도2동,102,1,,제주특별자치도 제주시 남광북3길 18-15,남광북3길 18-15(경원빌라 맞은편 공원 동측),,,,,2018-06-12
이도2동,103,1,,제주특별자치도 제주시 오복4길 1 ,오복4길 1 (제주깎두기 서측 골목),,,,,2018-06-12
이도2동,104,1,,제주특별자치도 제주시 이도이동 1993-1,이도이동 1993-1(남광초등학교 서측 주차장),,,,,2018-06-12
이도2동,105,1,,제주특별자치도 제주시 남광로2길 7,남광로2길 7(이도2동 1992-7소방서 사거리 LPG충전소 동남측),,,,,2018-06-12
이도2동,106,1,,제주특별자치도 제주시 이도2동 1986-5,이도2동 1986-5(21세기 병원 동측 공영주차장 84번 옆),1,200,30,,2018-06-12
이도2동,107,1,,제주특별자치도 제주시 이도2동 1986-5,이도2동 1986-5(21세기 병원 동측 공영주차장 106번 옆),,,,,2018-06-12
이도2동,108,1,,제주특별자치도 제주시 남광로 2길 49-27,남광로 2길 49-27(탐라중학교 서측 옛 황금갈비 무료주차장 119번 옆),1,200,30,,2018-06-12
이도2동,109,1,,제주특별자치도 제주시 남광로 2길 49-27,남광로 2길 49-27(탐라중학교 서측 옛 황금갈비 무료주차장 56번 옆),,,,,2018-06-12
이도2동,110,1,,제주특별자치도 제주시 남광로4길 33,남광로4길 33(중앙여고 동쪽 주차장),,,,,2018-06-12
이도2동,111,1,,제주특별자치도 제주시 신설로 16 ,신설로 16 (한마음공원 서측 인도변),,,,,2018-06-12
이도2동,112,1,,제주특별자치도 제주시 신설로2길 9 ,신설로2길 9 (혜성무지개 타운 맞은편 무료주차장),,,,,2018-06-12
이도2동,113,1,,제주특별자치도 제주시 신설로6길 2-11,신설로6길 2-11(이도농협 동측 주차장),,,,,2018-06-12
이도2동,114,1,,제주특별자치도 제주시 구남로6길55-1 ,구남로6길55-1 (광명광고 북측 주차장),1,200,30,,2018-06-12
이도2동,115,1,,제주특별자치도 제주시 구남로6길55-1 ,구남로6길55-1 (광명광고 북측 주차장),,,,,2018-06-12
이도2동,116,1,,제주특별자치도 제주시 구남동 6길 31,구남동 6길 31 이도어린이집 인근 공원 앞,,,,,2018-06-12
이도2동,117,1,,제주특별자치도 제주시 구남동2길 45-6,구남동2길 45-6(구남동 후니빌 북측 무료주차장(가온어린이집 인근),,,,,2018-06-12
이도2동,118,1,,제주특별자치도 제주시 구남로2길 36,구남로2길 36(구남로2길 36 C&J빌 인근),1,200,30,,2018-06-12
이도2동,119,1,,제주특별자치도 제주시 구남로2길 36,구남로2길 36(구남로2길 36 C&J빌 인근),,,,,2018-06-12
이도2동,120,1,,제주특별자치도 제주시 구남동2길 51-3,구남동2길 51-3(구남동 김기량성당 남측)116 옆,,,,,2018-06-12
이도2동,121,1,,제주특별자치도 제주시 구남동2길 51-3,구남동2길 51-3(구남동 김기량성당 남측)101 옆,,,,,2018-06-12
이도2동,122,1,,제주특별자치도 제주시 구남로2길 8,구남로2길 8(탑모라횟집(구남동) 남쪽주차장),,,,,2018-06-12
이도2동,123,1,,제주특별자치도 제주시 구남동2길 22-11,구남동2길 22-11(이도2동 1998-3 무료주차장),1,200,30,,2018-06-12
이도2동,124,1,,제주특별자치도 제주시 구남로8길 10-2,구남로8길 10-2(제주소방서 뒷편 무료주차장),,,,,2018-06-12
이도2동,125,1,,제주특별자치도 제주시 구남로8길 10-2,구남로8길 10-2(제주소방서 뒷편 무료주차장),,,,,2018-06-12
이도2동,126,1,,제주특별자치도 제주시 구남동6길6,구남동6길6(남문주유소 뒷편(먹돌식당 맞은편)) 118번 옆,,,,,2018-06-12
이도2동,127,1,,제주특별자치도 제주시 구남동6길6,구남동6길6(남문주유소 뒷편(먹돌식당 맞은편)) 77번 옆,,,,,2018-06-12
이도2동,151,1,,제주특별자치도 제주시 독짓골6길18,(보덕사극락전 서측 삼거리(아산빌라 맞은편),1,200,30,,2018-06-12
이도2동,152,1,,제주특별자치도 제주시 독짓골8길 57,(이도주공 3단지 서측 그린물류 맞은편),,,,,2018-06-12
이도2동,153,1,,제주특별자치도 제주시 독짓골8길67,(독사천 동아아파트 103동 남서측),,,,,2018-06-12
이도2동,154,1,,제주특별자치도 제주시 도남로17길7,(수선화아파트 1차가동 북측 공원 서측),,,,,2018-06-12
이도2동,155,1,,제주특별자치도 제주시 도남로17길7,(수선화아파트 1차가동 북측 공원 서측),,,,,2018-06-12
이도2동,156,1,,제주특별자치도 제주시 구남로7길 42-1,(할매추어탕 서측 무료주차장),,,,,2018-06-12
이도2동,157,1,,제주특별자치도 제주시 구남로7길 13,(속편한내과 남측),,,,,2018-06-12
이도2동,158,1,,제주특별자치도 제주시 구남로7길 4,(속편한내과 서측),,,,,2018-06-12
이도2동,159,1,,제주특별자치도 제주시 독짓골8길 31,(보덕사 남측 ),1,200,30,,2018-06-12
이도2동,160,1,,제주특별자치도 제주시 도남동 65-3,한솔새마을금고 남측 삼거리(우정탕 맞은편 주차장,,,,,2018-06-12
이도2동,161,1,,제주특별자치도 제주시 도남동 664-6,우정빌라 북서측 골목입구(국민연금 공단 북측 주차장 옆),1,200,30,,2018-06-12
이도2동,162,1,,제주특별자치도 제주시 복지로3길 11-9,복지로3길 11-9(정부종합청사 앞 주차장(도남동 735-1)),,,,,2018-06-12
이도2동,163,1,,제주특별자치도 제주시 복지로3길 16-1,복지로3길 16-1(정부종합청사 앞 공원(도남동 742)),,,,,2018-06-12
이도2동,164,1,,제주특별자치도 제주시 복지로7길 4,복지로7길 4(정부종합청사 앞 주차장(도남동 755-1)),,,,,2018-06-12
이도2동,165,1,,제주특별자치도 제주시 청사로1길 18-4,청사로1길 18-4(상공회의소 동측 무료주차장),,,,,2018-06-12
이도2동,166,1,,제주특별자치도 제주시 복지로9길 28-2,복지로9길 28-2(도남동 748-8 무료주차장 내),,,,,2018-06-12
이도2동,167,1,,제주특별자치도 제주시 원남6길 42,원남6길 42 (한성베르뜨 빌라 북측),1,200,30,,2018-06-12
이도2동,201,1,,제주특별자치도 제주시 신성로6길 29-2,(한양주택 가동 서측(도남초등학교 남측),,,,,2018-06-12
이도2동,202,1,,제주특별자치도 제주시 도남로8길 19-2 ,(청룡사 남측),,,,,2018-06-12
이도2동,203,1,,제주특별자치도 제주시 도남로10길 1-5,도남로10길 1-5(청룡사 북동 코너),,,,,2018-06-12
이도2동,204,1,,제주특별자치도 제주시 도남동 55,도남초교 북동측 사거리,1,200,30,,2018-06-12
이도2동,205,1,,제주특별자치도 제주시 신성로4길 37,(성환빌라B동 서측 골목 코너(도남1차e-편한@ 남측),,,,,2018-06-12
이도2동,206,1,,제주특별자치도 제주시 도남로10길 35-4,(도남연립주택 서측벽(꼬마세상어린이집 앞),,,,,2018-06-12
이도2동,207,1,,제주특별자치도 제주시 신성로2길17,(도남동 51-25 보현사 뒤 남서측(동양월마트 앞),,,,,2018-06-12
이도2동,208,1,,제주특별자치도 제주시  제주시 신성로 14 ,(한국타이어명일종합상사 서측 다리),,,,,2018-06-12
이도2동,209,1,,제주특별자치도 제주시 서광로18길 23 ,(도남동902도남e편한세상 북서측),,,,,2018-06-12
이도2동,210,1,,제주특별자치도 제주시 서광로22길 31,서광로22길 31(도남동903-8도남e편한세상 동측),,,,,2018-06-12
이도2동,211,1,,제주특별자치도 제주시 도남로3길 3-2,도남로3갈 3-2(도남동 노인회관 옆),,,,,2018-06-12
이도2동,212,1,,제주특별자치도 제주시 도남동 914-3,(강정형외과 인근 공원 동측),,,,,2018-06-12
이도2동,213,1,,제주특별자치도 제주시 서광로28길 1,(삼천리 자전거 앞),,,,,2018-06-12
이도2동,217,1,,제주특별자치도 제주시 서광로26길 38-1,서광로26길 38-1(청암연립 입구),1,200,30,,2018-06-12
이도2동,224,1,,제주특별자치도 제주시 신성로2길 34,신성로2길 34(도남동 51-25 보현사 뒤 남동측),,,,,2018-06-12
이도2동,225,1,,제주특별자치도 제주시 복지로북길 2-20,복지로북길 2-20(시민복지타운 한국은행 동측),1,200,30,,2018-06-12
이도2동,거치대 1,,1,제주특별자치도 제주시 이도이동 1928-9,신설동 수선화D동앞,,,,,2018-06-12
이도2동,거치대 2,,1,제주특별자치도 제주시 도남동 70 나동 앞,수선화아파트 나동 1차 관리사무소앞,,,,,2018-06-12
이도2동,거치대 3,,1,제주특별자치도 제주시 동광로 86(영화호텔옆),동광로 86(영화호텔옆),,,,,2018-06-12
이도2동,거치대 4,,1,제주특별자치도 제주시 천수로 33(동여중 남동측),천수로 33(동여중 남동측),,,,,2018-06-12
이도2동,거치대 5,,1,제주특별자치도 제주시 청귤로3길 44(학생문화원뒤편),청귤로3길 44(학생문화원뒤편),,,,,2018-06-12
이도2동,거치대 6,1,,제주특별자치도 제주시 도남로4길 6-1(도남근혜빌라 앞),도남로4길 6-1(도인 근혜빌라 앞),,,,,2018-06-12
이도2동,거치대 7,,1,제주특별자치도 제주시 신설동길 18(신설동 오랜지팜입구),신설동길 18(신설동 오랜지팜입구),,,,,2018-06-12
이도2동,거치대 8,,1,제주특별자치도 제주시 이도이동 2985-1,이도초교 후문 서측 교량 옆,,,,,2018-06-12
이도2동,거치대 9,,1,제주특별자치도 제주시 승천로 22,승천로 22(일중 후문 입구),,,,,2018-06-12
이도2동,거치대 10,,1,제주특별자치도 제주시 남광북1길 8,남광북1길 8(동진자동차공업사 맞은편),,,,,2018-06-12
이도2동,거치대 11,,1,제주특별자치도 제주시 신성로10길 37,신성로10길 37(수선화아파트 북동측 골목 입구),,,,,2018-06-12
삼도1동,1,1,,제주특별자치도 제주시 서사로24길 6 앞,한라일보 서측,1,200,30,1,2018-06-12
삼도1동,2,1,,제주특별자치도 제주시 서사로24길 24 앞,제2삼오교 서측,1,200,30,1,2018-06-12
삼도1동,3,1,,제주특별자치도 제주시 삼오길 9 서측,예하게스트하우스 서측,1,200,30,1,2018-06-12
삼도1동,4,1,,제주특별자치도 제주시 삼오길 19 옆,삼화주유소 남측,1,200,30,1,2018-06-12
삼도1동,6,1,,제주특별자치도 제주시 서사로21길 15 옆,동명탕 동측,1,200,30,1,2018-06-12
삼도1동,7,1,,제주특별자치도 제주시 서광로18길 5-12 옆,고방림내과 서측,1,200,30,1,2018-06-12
삼도1동,9,1,,제주특별자치도 제주시 서광로 260 옆 ,보석철물 서측,1,200,30,1,2018-06-12
삼도1동,10,1,,제주특별자치도 제주시 서사로 126 북측,삼미기업 북측,1,200,30,1,2018-06-12
삼도1동,11,1,,제주특별자치도 제주시 삼도1동 505 서측,중앙어린이놀이터 서측,1,200,30,1,2018-06-12
삼도1동,12,1,,제주특별자치도 제주시 평전3길 1 옆,민범주택 서측,1,200,30,1,2018-06-12
삼도1동,14,1,,제주특별자치도 제주시 서사로18길 40 서측,중앙초등학교 서측,1,200,30,1,2018-06-12
삼도1동,13,1,,제주특별자치도 제주시 삼도1동 519 앞,뉴월드마트서사라점  남측,1,200,30,1,2018-06-12
삼도1동,15,1,,제주특별자치도 제주시 동주민센터(528-17) 동측,삼도1동주민센터 동측,1,200,30,1,2018-06-12
삼도1동,19,1,,제주특별자치도 제주시 광양4길 32 서측,탐라장애인종합복지관 서측,1,200,30,1,2018-06-12
삼도1동,20,1,,제주특별자치도 제주시 삼도1동 547-11 남측,용천어린이놀이터 남측,1,200,30,1,2018-06-12
삼도1동,21,1,,제주특별자치도 제주시 서사로 115 남측,동양월마트 남측,1,200,30,1,2018-06-12
삼도1동,22,1,,제주특별자치도 제주시 서사로15길 27 동측,용천소공원 서측,1,200,30,1,2018-06-12
삼도1동,23,1,,제주특별자치도 제주시 전농로 88 남측,제주교육인터넷방송국 남측,1,200,30,1,2018-06-12
삼도1동,24,1,,제주특별자치도 제주시 전농로 88 서측,제주교육인터넷방송국 서측,1,200,30,1,2018-06-12
삼도1동,26,1,,제주특별자치도 제주시 서사로 84 서측,진영마트서사라점 서측,1,200,30,1,2018-06-12
삼도1동,28,1,,제주특별자치도 제주시 전농로1길 9 북측,삼남주유소 동측,1,200,30,1,2018-06-12
삼도1동,29,1,,제주특별자치도 제주시 전농로1길 26앞,미래컨벤션센터 동측,1,200,30,1,2018-06-12
삼도1동,30,1,,제주특별자치도 제주시 삼도1동 785-1 북측,서사라어린이놀이터 북측,1,200,30,1,2018-06-12
삼도1동,31,1,,제주특별자치도 제주시 전농로1길 50 서측,삼도1동노인회관 서측,1,200,30,1,2018-06-12
삼도1동,32,1,,제주특별자치도 제주시 서사로 56 서측,NH농협제주지역본부 서측,1,200,30,1,2018-06-12
삼도1동,33,1,,제주특별자치도 제주시 서사로 28 북측,삼성전자디지털프라자 제주삼도점 북측,1,200,30,1,2018-06-12
삼도2동,1,1,,제주특별자치도 제주시 전농로9길 7,중앙여중서쪽,1,200,30,1,2018-06-12
삼도2동,2,1,,제주특별자치도 제주시 전농로11길 10,중앙여중동쪽,1,200,30,1,2018-06-12
삼도2동,5,1,,제주특별자치도 제주시 남성로26길 26,남성경로당 북쪽,1,200,30,1,2018-06-12
삼도2동,6,1,,제주특별자치도 제주시 남성로22길 37,보쌈집 북쪽,1,200,30,1,2018-06-12
삼도2동,7,1,,제주특별자치도 제주시 서사로7길 5,비젼교회 서쪽,1,200,30,1,2018-06-12
삼도2동,7_1,1,,제주특별자치도 제주시 서사로7길 5,비젼교회 서쪽,1,200,30,1,2018-06-12
삼도2동,8,1,,제주특별자치도 제주시 남성로26길 28,남성방범초소 북쪽,1,200,30,1,2018-06-12
삼도2동,9,1,,제주특별자치도 제주시 남성로26길 12,참이슬아파트 동쪽,1,200,30,1,2018-06-12
삼도2동,10,1,,제주특별자치도 제주시 남성로154-6,구 전승화외과 남쪽,1,200,30,1,2018-06-12
삼도2동,11,1,,제주특별자치도 제주시 남성로22길 2,남초등학교 남쪽,1,200,30,1,2018-06-12
삼도2동,12,1,,제주특별자치도 제주시 남성로23길 15,구제대병원 서쪽,1,200,30,1,2018-06-12
삼도2동,13,1,,제주특별자치도 제주시 남성로143-19,남초등학교 서쪽,1,200,30,1,2018-06-12
삼도2동,14,1,,제주특별자치도 제주시 관덕로2길 13,구 현대극장 서쪽,1,200,30,1,2018-06-12
삼도2동,15,1,,제주특별자치도 제주시 관덕로4길 9,향사당 서쪽,1,200,30,1,2018-06-12
삼도2동,16,1,,제주특별자치도 제주시 관덕로6길 11,모이세해장국 서쪽,1,200,30,1,2018-06-12
삼도2동,17,1,,제주특별자치도 제주시 중앙로12길 14,중앙성당 북쪽,1,200,30,1,2018-06-12
삼도2동,17_1,1,,제주특별자치도 제주시 중앙로12길 14,중앙성당 북쪽,1,200,30,1,2018-06-12
삼도2동,18,,1,제주특별자치도 제주시 중앙로8길 13,목관아지 서쪽,1,200,30,1,2018-06-12
삼도2동,19,,1,제주특별자치도 제주시 관덕로3길 13-1,북초등학교 정문,1,200,30,1,2018-06-12
삼도2동,20,1,,제주특별자치도 제주시 무근성3길 ,타젠바이크 정면,1,200,30,1,2018-06-12
삼도2동,21,1,,제주특별자치도 제주시 무근성길 40-1,무근성슈퍼 북쪽,1,200,30,1,2018-06-12
삼도2동,22,1,,제주특별자치도 제주시 무근성1길 10,무근성경로당 동쪽,1,200,30,1,2018-06-12
삼도2동,23,1,,제주특별자치도 제주시 탑동로9길 18,119센터 동쪽,1,200,30,1,2018-06-12
삼도2동,24,1,,제주특별자치도 제주시 탑동로9길7,라마다호텔 남쪽,1,200,30,1,2018-06-12
삼도2동,26,1,,제주특별자치도 제주시 탑동로13길 39,미화빌라 남쪽,1,200,30,1,2018-06-12
삼도2동,27,1,,제주특별자치도 제주시 탑동로3길 8,미화빌라 동쪽,1,200,30,1,2018-06-12
삼도2동,28,1,,제주특별자치도 제주시 탑동로3길 28,우체국택배 서쪽담,1,200,30,1,2018-06-12
삼도2동,29,,1,제주특별자치도 제주시 북성로 33,북초등학교 북쪽 공용주차장,1,200,30,1,2018-06-12
삼도2동,30,1,,제주특별자치도 제주시 탑동로4길 66,이마트주차장,1,200,30,1,2018-06-12
삼도2동,31,1,,제주특별자치도 제주시 무근성3길 66,전복김밥 동쪽 주차장,1,200,30,1,2018-06-12
삼도2동,32,1,,제주특별자치도 제주시 중앙로22길 11,칼빌딩 서쪽,1,200,30,1,2018-06-12
용담1동,2,1,,제주특별자치도 제주시 용담1동395-1,삼도119 서쪽,0,,,,2018-06-12
용담1동,3,1,,제주특별자치도 제주시 용담1동21-1,탑동로 128 앞,3,210만,30일,3,2018-06-12
용담1동,4,1,,제주특별자치도 제주시 용담1동82-1,월드하우스 남쪽,1,,,,2018-06-12
용담1동,5,1,,제주특별자치도 제주시 용담1동98,비룡못,0,,,,2018-06-12
용담1동,6,1,,제주특별자치도 제주시 용담1동131-3,제주중학교 동쪽,,,,,2018-06-12
용담1동,7,1,,제주특별자치도 제주시 용담1동298-1,향교 서쪽,0,,,,2018-06-12
용담1동,8,1,,제주특별자치도 제주시 용담1동331,한중석재사 앞,0,,,,2018-06-12
용담1동,9,1,,제주특별자치도 제주시 용담1동143-1,백양슈퍼 서쪽,4,210만,30일,4,2018-06-12
용담1동,10,1,,제주특별자치도 제주시 용담1동138-1,,1,210만,30일,,2018-06-12
용담1동,11,1,,제주특별자치도 제주시 용담1동132-6,,0,,,,2018-06-12
용담1동,12,1,,제주특별자치도 제주시 용담1동295-4,,,,,,2018-06-12
용담1동,13,1,,제주특별자치도 제주시 용담1동220-13,퍼피하우스 남쪽,1,미상,30일,4,2018-06-12
용담1동,14,1,,제주특별자치도 제주시 용담1동292-27,,0,,,,2018-06-12
용담1동,15,1,,제주특별자치도 제주시 용담1동306-16,동룡시장 서측(도깨비시장),1,210만,30일,1,2018-06-12
용담1동,16,1,,제주특별자치도 제주시 용담1동242-1,구 용담1동주민센터,1,미상,미상,,2018-06-12
용담1동,19,1,,제주특별자치도 제주시 남성로13길10호 근처,우방빌라 서측 무료주차장,1,미상,미상,,2018-06-12
용담1동,20,1,,제주특별자치도 제주시 용담1동255-19,서문성당,,,,,2018-06-12
용담1동,21,1,,제주특별자치도 제주시 용담1동257-21,,0,,,,2018-06-12
용담1동,22,1,,제주특별자치도 제주시 남성로9길 20,서쪽,1,미상,미상,,2018-06-12
용담1동,23,1,,제주특별자치도 제주시 남성로11길2,안남장앞 주차장,4,210만,30일,4,2018-06-12
용담1동,24,1,,제주특별자치도 제주시 남성로9길 7,북쪽,4,210만,30일,4,2018-06-12
용담1동,25,1,,제주특별자치도 제주시 용담1동266-1,적십자회관 동쪽,,,,,2018-06-12
용담1동,27,,1,제주특별자치도 제주시 남성로3길9,태화연립앞,,,,,2018-06-12
용담1동,32,1,,제주특별자치도 제주시 남성로3길6,한성건재 북쪽,1,미상,미상,,2018-06-12
용담1동,33,1,,제주특별자치도 제주시 용담1동2651-1,송월타올 북서쪽,0,,,,2018-06-12
용담2동,1,1,,제주특별자치도 제주시 흥운길 73 맞은편,용연다리서측,,,,,2018-06-12
용담2동,2,1,,제주특별자치도 제주시 용두암길 58 맞은편,제2한천교 앞,1,200,30,1,2018-06-12
용담2동,3,1,,제주특별자치도 제주시 흥운길 55-9 서측,꼬마숲 어린이집 좌측,1,200,30,1,2018-06-12
용담2동,4,1,,제주특별자치도 제주시 용담로1길 18 맞은편,사대부고 동측,1,200,30,1,2018-06-12
용담2동,5,1,,제주특별자치도 제주시 성화로6길 50,서초교 후문,,,,,2018-06-12
용담2동,9,1,,제주특별자치도 제주시 용화로 52,용담킹마트 서측,,,,,2018-06-12
용담2동,10,1,,제주특별자치도 제주시 용화로 37 동측,헤어아트미용실 옆,1,200,30,1,2018-06-12
용담2동,12,1,,제주특별자치도 제주시 성화로1길 5,성화연립동측,1,100,30,1,2018-06-12
용담2동,13,1,,제주특별자치도 제주시 용화로9길 14 앞,한울미용실 앞,,,,,2018-06-12
용담2동,14,1,,제주특별자치도 제주시 용화로5길 24,,,,,,2018-06-12
용담2동,15,1,,제주특별자치도 제주시 성화로10길 15 맞은편,,1,200,30,1,2018-06-12
용담2동,16,1,,제주특별자치도 제주시 용해로 65 남측,할망곰탕 남측,,,,,2018-06-12
용담2동,17,1,,제주특별자치도 제주시 성화로5길 11 서측,유성주택서측,1,200,30,1,2018-06-12
용담2동,19,1,,제주특별자치도 제주시 용마로1 맞은편,,1,200,30,1,2018-06-12
용담2동,20,1,,제주특별자치도 제주시 용마로2길 36,현대2차아파트 남쪽,1,200,30,1,2018-06-12
